Epoch,Accuracy,Precision,Recall,F1-Score,Loss,TP,TN,FP,FN,Kappa
1,0.8387776606954689,0.9218855218855219,0.7340482573726541,0.8173134328358209,0.0949832663112747,1369,1815,116,496,0.6763307813947657
2,0.839304531085353,0.9372822299651568,0.7211796246648794,0.8151515151515152,0.0937098450919474,1345,1841,90,520,0.6772401296302749
3,0.8593256059009484,0.8599242833964305,0.8525469168900804,0.8562197092084007,0.08251646891220603,1590,1672,259,275,0.718524866924925
4,0.8801369863013698,0.884825327510917,0.8691689008042895,0.8769272383013255,0.07384009503448348,1621,1720,211,244,0.7601289474605205
5,0.874868282402529,0.8646379853095488,0.8836461126005362,0.8740387165208169,0.07818871402859813,1648,1673,258,217,0.7497549038656907
6,0.8714436248682824,0.8472012102874432,0.900804289544236,0.8731808731808731,0.08573351190420549,1680,1628,303,185,0.7430872939682553
7,0.8917281348788199,0.889186295503212,0.8906166219839142,0.8899008840075007,0.06958850228214918,1661,1724,207,204,0.7833967436123701
8,0.8904109589041096,0.9166187464059804,0.8546916890080429,0.8845726970033297,0.08160440319927274,1594,1786,145,271,0.7805022132756507
9,0.8901475237091675,0.940925700365408,0.8284182305630027,0.8810949529512403,0.0849122132623158,1545,1834,97,320,0.7797786060819888
10,0.8977871443624869,0.9046575342465754,0.885254691689008,0.8948509485094851,0.08082130842609576,1651,1757,174,214,0.7954374936631856
11,0.8912012644889358,0.8700305810397554,0.9152815013404826,0.8920825712045989,0.08723810515332146,1707,1676,255,158,0.7825300262226607
12,0.8830347734457323,0.8637992831541219,0.9045576407506702,0.8837087480356208,0.09151382545682477,1687,1665,266,178,0.766187348770982
13,0.9006849315068494,0.9078947368421053,0.8879356568364611,0.897804283003524,0.08073484656392146,1656,1763,168,209,0.8012351241485327
14,0.9056902002107482,0.9075175770686857,0.8997319034852547,0.9036079698438342,0.08889788558566306,1678,1760,171,187,0.8112956973017288
15,0.9088514225500527,0.9037745879851143,0.9115281501340483,0.9076348104644955,0.10111838602951607,1700,1750,181,165,0.8176744516626627
16,0.9080611169652265,0.9044823906083245,0.9088471849865952,0.9066595346349291,0.11627851814194509,1695,1752,179,170,0.8160817989278134
17,0.910958904109589,0.9111470113085622,0.9072386058981233,0.9091886082751209,0.11424971466787842,1692,1766,165,173,0.821850898529346
18,0.910958904109589,0.914270211611503,0.903485254691689,0.9088457389428264,0.12103004582266513,1685,1773,158,180,0.8218280398012658
19,0.9091148577449948,0.9143947655398037,0.8991957104557641,0.9067315490673155,0.12441231083327038,1677,1774,157,188,0.818123085571948
20,0.910168598524763,0.9154852780806979,0.9002680965147453,0.9078129224114626,0.12631327081648328,1679,1776,155,186,0.8202318034203893
21,0.9114857744994731,0.9193636862314866,0.8986595174262735,0.9088937093275488,0.1289828650960532,1676,1784,147,189,0.822849839538502
22,0.9125395152792413,0.9168026101141925,0.9040214477211796,0.9103671706263499,0.12889545940322011,1686,1778,153,179,0.8249844394753222
23,0.9112223393045311,0.9143167028199566,0.9040214477211796,0.9091399299002426,0.12914426664900805,1686,1773,158,179,0.8223568039077693
24,0.9117492096944152,0.9166666666666666,0.9024128686327078,0.9094839232639826,0.13030460105732464,1683,1778,153,182,0.8233981176316355
25,0.9099051633298209,0.9122902003248511,0.903485254691689,0.9078663793103449,0.1318013865568894,1685,1769,162,180,0.819726104855111
