Epoch,Accuracy,Loss,Kappa
1,0.474544778892605,0.13613840713072603,0.20076158273224898
1,0.32440944881889766,0.11123768752954137,0.0979187707998741
2,0.5771088814567076,0.10511511691615112,0.3213568594639954
2,0.6070866141732283,0.09304108981072433,0.30578133968985655
3,0.6241174284652545,0.09572370290695315,0.38663961248021383
3,0.6622047244094488,0.0828523332209099,0.396884962805526
4,0.6538461538461539,0.08927943722238686,0.42840876285909346
4,0.6055118110236221,0.08698017395387485,0.3251244171591734
5,0.6941657376439986,0.08094147001664818,0.49240260299481586
5,0.6118110236220472,0.08749416404821742,0.34959070888390265
6,0.6984392419175028,0.08180567127417472,0.5014976495590773
6,0.778740157480315,0.06599252482098857,0.5978911454248808
7,0.7372723894463025,0.07518543652976946,0.5604636354264041
7,0.7826771653543307,0.06385443703396114,0.60875796391626
8,0.7536231884057971,0.06607092860207067,0.591314687196075
8,0.7346456692913386,0.0576641714009713,0.556470500453903
9,0.7679301374953549,0.061691218057515144,0.6175137830887161
9,0.8173228346456692,0.05184198754040275,0.6861538723737862
10,0.7917131178000744,0.05752557436359367,0.6557586749986777
10,0.7866141732283465,0.0515908945967832,0.6293763676148797
11,0.7697881828316611,0.06959232989185055,0.6196603104637792
11,0.8346456692913385,0.04672491456579974,0.703642958103315
12,0.8015607580824973,0.05897543518982249,0.6716472187666394
12,0.8275590551181102,0.04060105181585147,0.7100976451752776
13,0.8047194351542177,0.05598956836018586,0.6779363950112864
13,0.8062992125984252,0.05188309113810381,0.6661794309599826
14,0.7935711631363805,0.05624519858062157,0.6600478527657588
14,0.7511811023622047,0.06756870432162848,0.5596239268219885
15,0.7749907097733185,0.06160203973540849,0.630902828981481
15,0.6055118110236221,0.0825410252950323,0.3992851127467456
16,0.7244518766257897,0.07757169148074522,0.547227204808697
16,0.8086614173228346,0.050526869860221084,0.6680070742538469
17,0.8021181716833891,0.053558796662207385,0.6749718583173239
17,0.8582677165354331,0.03547638943345528,0.7537380962640583
18,0.8294314381270903,0.04581440318222163,0.7191084767773439
18,0.837007874015748,0.038395055037314496,0.7211875803379391
19,0.8342623560014865,0.042313540914341315,0.7285337393839213
19,0.8590551181102362,0.03163191405102963,0.7576883556533344
20,0.832032701597919,0.04411717795807382,0.7232004563215019
20,0.8771653543307086,0.03445298486337887,0.7844431775155912
21,0.8424377554812338,0.04222376962458498,0.7414199101529236
21,0.8519685039370078,0.033624259857680854,0.7491763875348775
22,0.8493125232255667,0.03919207435122036,0.7521220085263675
22,0.9141732283464566,0.028203458503240676,0.8457528837068335
23,0.8537718320327016,0.039311231871556725,0.7594512561324359
23,0.9007874015748032,0.028326753412527363,0.8243059855861079
24,0.8441099962839094,0.04224593284536764,0.7435565247273692
24,0.9181102362204724,0.028939985874013637,0.850624058483712
25,0.8519137866963954,0.037703566639419386,0.7580720319696899
25,0.84251968503937,0.034829584561933684,0.7321308045356372
26,0.8664065403195839,0.03482957911653086,0.7800976963965056
26,0.8913385826771654,0.0296716236340718,0.80961174962522
27,0.8573021181716834,0.03662668835802266,0.7652411003914489
27,0.6173228346456693,0.08778711499895636,0.45290063182079265
28,0.3916759568933482,0.13811891999708947,0.035171114841057394
28,0.4519685039370079,0.10404869181903328,0.09127919169987286
29,0.4180602006688963,0.11731264349564617,0.059881677239106645
29,0.3401574803149606,0.10766547528777536,0.04002410177588234
30,0.4031958379784467,0.1167041158109117,0.05722554096008958
30,0.3811023622047244,0.10192278783152423,0.0548412142329614
31,0.4080267558528428,0.11435298034135669,0.06670230680641209
31,0.4086614173228346,0.10160110367564705,0.058217013847746024
32,0.43552582683017466,0.1140119073139341,0.081287013904493
32,0.4637795275590551,0.0994045588444537,0.10168389477007966
33,0.4390561129691565,0.1133705320321951,0.09609269909510576
33,0.46141732283464565,0.10112940396849565,0.10273678295790711
34,0.458379784466741,0.1108801460695816,0.12901191716610216
34,0.5102362204724409,0.09873397843105587,0.13849663879109908
35,0.478446674098848,0.10872173298251359,0.1430367024591399
35,0.4881889763779528,0.09930653051128538,0.12390368565388299
36,0.47510219249349683,0.10823777547249427,0.13865686181867376
36,0.5102362204724409,0.09976408519144134,0.14903564411044845
37,0.4708286882199926,0.10948690277566168,0.13850738024272413
37,0.4732283464566929,0.10004735410682798,0.1260209434855063
38,0.48587885544407283,0.1074023953005976,0.16082257002755895
38,0.4881889763779528,0.09900542502328166,0.12958667229017296
39,0.4851356373095504,0.10731186854799456,0.15868540183254964
39,0.49763779527559054,0.09921730160713196,0.16094705928647468
40,0.485321441843181,0.10773675554040549,0.16134538333913595
40,0.48503937007874015,0.10035760942406542,0.15555419996339903
41,0.49479747305834265,0.10689877838295041,0.17864279926692406
41,0.4944881889763779,0.09906282406153641,0.16091731638441342
42,0.48049052396878483,0.10767475389904889,0.1572175003553581
42,0.4952755905511811,0.09939593006306746,0.1663560398148528
43,0.489223337049424,0.10549080762243855,0.16863728122115784
43,0.5094488188976378,0.09853884582444439,0.1749118818695643
44,0.4843924191750279,0.10671711280327312,0.16172882537469513
44,0.5007874015748032,0.09901415076781446,0.16593464875570774
45,0.5024154589371981,0.10633200063708988,0.1863810548948227
45,0.48503937007874015,0.0988201278401172,0.14763001366944584
46,0.48569305091044224,0.10797737006116029,0.1601880675753905
46,0.48503937007874015,0.09937680021045715,0.14943861187005125
47,0.4927536231884058,0.10659153984851971,0.17251425825640732
47,0.49291338582677163,0.09893391080728665,0.16294816476579588
48,0.4855072463768116,0.10608136909728332,0.16230199978280102
48,0.49921259842519683,0.09825248615009578,0.1586530448985034
49,0.4836492010405054,0.10670018528627224,0.1589578993609091
49,0.48976377952755906,0.09958783153473862,0.16002547604272133
50,0.49033816425120774,0.10708795129610499,0.1691318634172433
50,0.47874015748031495,0.09936918766479792,0.13657612803575536
