Epoch,Accuracy,Precision,Recall,F1-Score,Loss,Kappa
1,0.32440944881889766,0.4438812565175991,0.38225657289296516,0.4107705078918901,0.11123768752954137,0.0979187707998741
2,0.6070866141732284,0.46451989528655074,0.46433282240869594,0.46442634000918914,0.09304108981072433,0.30578133968985655
3,0.6622047244094488,0.5470713490376412,0.5159848582807979,0.5310735792883902,0.0828523332209099,0.396884962805526
4,0.6055118110236221,0.5368497210184612,0.5223297003995396,0.5294901850788236,0.08698017395387485,0.3251244171591734
5,0.6118110236220472,0.5153501683501683,0.5123451188800895,0.5138432501327271,0.08749416404821742,0.34959070888390265
6,0.778740157480315,0.5763906232656232,0.5817169386766926,0.5790415326978582,0.06599252482098857,0.5978911454248808
7,0.7826771653543307,0.5781187197943345,0.5864517506415544,0.5822554219070013,0.06385443703396114,0.60875796391626
8,0.7346456692913386,0.6229497873054154,0.6482730016280523,0.6353591707065823,0.0576641714009713,0.556470500453903
9,0.8173228346456692,0.6682833928732657,0.6883548755998072,0.6781706552984864,0.05184198754040275,0.6861538723737862
10,0.7866141732283465,0.5958162890836373,0.5983616887685053,0.5970862761564188,0.0515908945967832,0.6293763676148797
11,0.8346456692913385,0.6876927483901735,0.6908190094212285,0.6892523339565996,0.04672491456579974,0.703642958103315
12,0.8275590551181102,0.7111091982674419,0.7566467464031739,0.7331715646052818,0.04060105181585147,0.7100976451752776
13,0.8062992125984252,0.6428369178836718,0.652171228061685,0.6474704325099632,0.05188309113810381,0.6661794309599826
14,0.7511811023622047,0.590019525571585,0.5807473917511506,0.585346742358442,0.06756870432162848,0.5596239268219885
15,0.6055118110236221,0.573548610607228,0.5414645464428479,0.5570449753740816,0.0825410252950323,0.3992851127467456
16,0.8086614173228347,0.6658612673815528,0.6834027883327701,0.6745180008970647,0.050526869860221084,0.6680070742538469
17,0.8582677165354331,0.7127625834409507,0.740699571019911,0.7264625888929149,0.03547638943345528,0.7537380962640583
18,0.837007874015748,0.6934921131891686,0.7211050944504813,0.7070291006955363,0.038395055037314496,0.7211875803379391
19,0.8590551181102363,0.7385275498384383,0.7850097433605633,0.7610595749134077,0.03163191405102963,0.7576883556533344
20,0.8771653543307086,0.7325083907633095,0.7578970876287424,0.7449864940406404,0.03445298486337887,0.7844431775155912
21,0.8519685039370078,0.7321688115598454,0.7908581542639522,0.7603826956624502,0.033624259857680854,0.7491763875348775
22,0.9141732283464566,0.7874767814927389,0.7883570937235417,0.7879166917225695,0.028203458503240676,0.8457528837068335
23,0.9007874015748032,0.7704312886446519,0.7974709356474413,0.7837179526738844,0.028326753412527363,0.8243059855861079
24,0.9181102362204724,0.7885870346756918,0.7535951878813818,0.7706941318152261,0.028939985874013637,0.850624058483712
25,0.84251968503937,0.7144704888607327,0.7596342818080833,0.7363605185709399,0.034829584561933684,0.7321308045356372
26,0.8913385826771654,0.7587685586072791,0.7951587937137364,0.7765375786311975,0.0296716236340718,0.80961174962522
27,0.6173228346456693,0.6704623657986676,0.6393731582326293,0.6545488077426305,0.08778711499895636,0.45290063182079265
28,0.4519685039370079,0.4133085052202699,0.4307041761472552,0.4218270724253108,0.10404869181903328,0.09127919169987286
29,0.3401574803149606,0.3633770416379112,0.37441979050325447,0.3688157765842156,0.10766547528777536,0.04002410177588234
30,0.38110236220472443,0.3689960197676723,0.40872609877153754,0.38784625003374434,0.10192278783152423,0.0548412142329614
31,0.4086614173228346,0.35922750260797937,0.4123276511556802,0.3839503414845716,0.10160110367564705,0.058217013847746024
32,0.4637795275590551,0.39954581617016754,0.43098081146527994,0.4146684148124883,0.0994045588444537,0.10168389477007966
33,0.46141732283464565,0.3911077439250937,0.4236853268846427,0.40674526642044273,0.10112940396849565,0.10273678295790711
34,0.510236220472441,0.4129353894140344,0.4274314354008011,0.4200583864407533,0.09873397843105587,0.13849663879109908
35,0.4881889763779528,0.40694135018791444,0.42457232431892894,0.41556991834977713,0.09930653051128538,0.12390368565388299
36,0.510236220472441,0.4099799360710648,0.4200786072804366,0.4149678403700845,0.09976408519144134,0.14903564411044845
37,0.4732283464566929,0.40910262040696815,0.4254271841650163,0.41710523669919675,0.10004735410682798,0.1260209434855063
38,0.4881889763779528,0.40440106069215576,0.4177526020733912,0.41096841876763335,0.09900542502328166,0.12958667229017296
39,0.49763779527559054,0.42712959925545163,0.43683577591606615,0.4319281658027833,0.09921730160713196,0.16094705928647468
