Epoch,Accuracy,Precision,Recall,F1-Score,Loss,Kappa
1,0.65748031496063,0.6196936724711047,0.6585492160066867,0.6385308861857062,0.055453339007895765,0.4612535545855617
2,0.862992125984252,0.7713518776910693,0.7566451080163245,0.7639277174934411,0.03931018987039881,0.7525453185399524
3,0.5881889763779528,0.6879813414038755,0.6825631780873572,0.6852615499535202,0.04101467031076198,0.41340372618147647
4,0.8141732283464567,0.720570675479845,0.8144542016682811,0.764641437386789,0.02862211388396466,0.6900183680561301
5,0.8362204724409449,0.731895401184047,0.8086159991752613,0.768345279343185,0.03180143379085646,0.7204715244121818
6,0.8559055118110236,0.7437787412954933,0.7718915579470962,0.7575744298392678,0.03442452638226701,0.7435696569012543
7,0.8464566929133859,0.7460813492063493,0.8343667773459998,0.7877582066970016,0.02616260205432186,0.7399093437292579
8,0.8456692913385827,0.743830016241351,0.8109951889400318,0.7759619056221158,0.02911614048199391,0.7325752790061065
9,0.8023622047244094,0.7232304869632546,0.8182647113905946,0.7678181369826373,0.02852569661271854,0.6775619446827106
10,0.8472440944881889,0.7463915622331464,0.8286723748064498,0.7853828074735336,0.02707924129456047,0.7392936655069372
11,0.7937007874015748,0.7128079401713023,0.8143889182538224,0.7602201171595758,0.032476557767766666,0.6636081298577357
12,0.8464566929133859,0.7513974748881188,0.8532601503736656,0.7990957227512423,0.025600017407747703,0.7412149989759366
13,0.8732283464566929,0.7770879919000494,0.8692651734156862,0.8205961421511866,0.023608185902355226,0.7827126540362929
14,0.7937007874015748,0.7119284021142418,0.8108684030038437,0.758184210178571,0.03156172136856815,0.6624985292506684
15,0.8826771653543307,0.7882167124213612,0.8577266449845071,0.8215039396391343,0.022253000686370483,0.794904643611187
16,0.8716535433070867,0.7786754996296709,0.8823102615697208,0.8272598113786162,0.020951056891069637,0.7812972776524084
17,0.8818897637795275,0.7819196268069035,0.8499928289067901,0.8145364332998815,0.023516531904616694,0.7947897052296847
18,0.889763779527559,0.8560596602731434,0.7837682242180296,0.8183204665594073,0.03692463041965183,0.7974324736935647
19,0.9173228346456693,0.8484938005920438,0.8857896911187081,0.8667407204587712,0.019425533824842276,0.8524380095785271
20,0.9125984251968504,0.8497276986734819,0.8851499640689161,0.8670772102284837,0.01888183111574237,0.8445563288961813
21,0.8755905511811024,0.7822438171676197,0.8730502251269562,0.8251562843006045,0.021687261783701228,0.7857103191384841
22,0.9094488188976378,0.8391282051282052,0.887126362728262,0.8624599944172027,0.019711943076351497,0.8398434073164313
23,0.8834645669291339,0.7865942144493698,0.8674923128149326,0.825064980691298,0.022610133378876476,0.7988691472377145
24,0.9070866141732283,0.8248434542012525,0.8953814378835873,0.8586662377109211,0.0222306754832398,0.8369811156557305
25,0.841732283464567,0.7687710573739985,0.8559967605311095,0.8100425518652805,0.024015567093852937,0.7297975307387461
