Epoch,Accuracy,Precision,Recall,F1-Score,Loss,Kappa
1,0.7637795275590551,0.6938879474223162,0.5686540803268304,0.6250599250066445,0.06746788879079142,0.5712530214846123
2,0.6881889763779527,0.6537114196357806,0.7031714380272612,0.6775399901386117,0.04370946367894571,0.513432558571528
3,0.6133858267716535,0.6529973773699306,0.6492467075355965,0.6511166411902932,0.04588892727386294,0.4216950825023742
4,0.637007874015748,0.6751150350103555,0.6923745947198068,0.6836358954280018,0.04169392917803892,0.4581810980191826
5,0.7803149606299212,0.6785756438615934,0.7391112179843455,0.7075509890470535,0.03968448153161627,0.6312396707976538
6,0.7677165354330708,0.7029623558609668,0.7708757581004996,0.7353543565702684,0.035095792609875595,0.6244607229920451
7,0.7291338582677165,0.666551544376453,0.7339438718912555,0.698626236990462,0.04358562144238179,0.5675688516541818
8,0.7811023622047244,0.701623036195527,0.7945830897808267,0.7452152350971692,0.03152352888283767,0.6419836212526213
9,0.6125984251968504,0.6783280416168544,0.6714807513490855,0.6748870290660975,0.045667872090977946,0.4269541739423909
10,0.8149606299212598,0.7220960919565531,0.8056718180069805,0.7615979722944414,0.03112216474503044,0.6876687499215117
11,0.7716535433070866,0.6948433556149863,0.7814747346884557,0.7356172501654425,0.03367809803467097,0.629987582531958
12,0.7700787401574803,0.6902617733890196,0.7743154882758297,0.7298766628293702,0.03161192390862412,0.6269545553311175
13,0.8228346456692913,0.7182612090345634,0.7884627066604458,0.7517265387048265,0.030987613583643606,0.6983952410304909
14,0.8614173228346457,0.7679233311086211,0.8131298809749764,0.7898803178159501,0.028800778008821443,0.7575336819039767
15,0.84251968503937,0.7458189064478545,0.7678990612547473,0.7566979455183027,0.04268281604713342,0.7173494050983935
16,0.8559055118110236,0.7687867278252614,0.8062013950485932,0.7870496589353776,0.031993371441843006,0.7433544471536098
17,0.8401574803149606,0.7400216879794771,0.8122409930943255,0.7744513323479318,0.02801998049372763,0.7247901312587001
18,0.784251968503937,0.7132003798670464,0.7938069985332658,0.7513479509251059,0.03161383023060213,0.6405239561166092
19,0.7535433070866142,0.6858563684533089,0.7762322748598107,0.7282511242344499,0.03284252440835547,0.6020331340378755
20,0.8204724409448819,0.7249999143944675,0.8168986748475101,0.7682106637435335,0.028171978832229855,0.6992434345826426
21,0.8259842519685039,0.7372042979712313,0.8142211726464006,0.7738010743566565,0.028385630349709295,0.7020412409657996
22,0.7614173228346457,0.7073201654435146,0.8028182522344446,0.7520496563019508,0.03348385344340107,0.620854434744911
23,0.889763779527559,0.8406020821644963,0.8237645239843451,0.8320981345290946,0.029759182734048272,0.8033559986374275
24,0.8803149606299212,0.7860435064419838,0.8772775152577926,0.8291583948253769,0.0192226279262952,0.7935789626765443
25,0.9062992125984252,0.8248341834082646,0.8749302110217055,0.8491439737321099,0.020176543835110552,0.8346310739952905
